Accession,MM mean abundances (Scaled),MM mean abundances (Scaled-Normalized),MM + Nitrogen mean abundances (Scaled),MM + Nitrogen mean abundances (Scaled-Normalized),MM mean abundances (Raw),MM mean abundances (Raw-Normalized),MM + Nitrogen mean abundances (Raw),MM + Nitrogen mean abundances (Raw-Normalized)
AO090023000915,66.63333333333334,0.03421187289883648,39.666666666666664,0.03421187289883648,9093682.552083334,0.0008629967841177577,6737359.557291667,0.0017597121747791305
AO090011000475,13.4,0.14575254493910292,186.36666666666667,0.14575254493910292,410392.565592448,3.879679619110559e-05,7715103.490885417,0.0016896970178799126
AO090001000485,2.25,0.4202415137988833,472.5666666666666,0.4202415137988833,92129.21875,8.187208872607554e-06,23409728.791666668,0.0063896992528688565
AO090011000051,19.5,0.05934467480266253,67.2,0.05934467480266253,789644.0442708334,7.545012559630577e-05,3602149.1614583335,0.0008740085199308478
AO090009000315,8.7,0.3111582768365101,378.40000000000003,0.3111582768365101,113718.18489583333,1.0502354482979266e-05,6569529.015625,0.0015462990294674683
AO090009000264,0.0,0.34999831170319284,406.2333333333333,0.34999831170319284,0.0,0.0,7940121.317708333,0.0020052604129333993
AO090003000607,0.0,0.41510522265293365,472.2666666666667,0.41510522265293365,0.0,0.0,15409019.895833334,0.004169370496719116
AO090012000110,91.76666666666667,0.19857457932862763,235.79999999999998,0.19857457932862763,2094459.20638021,0.00020460689629645348,7141527.299479167,0.001754260838041338
AO090003001087,24.333333333333332,0.25965388929368166,351.53333333333336,0.25965388929368166,221326.32682291666,2.0414095015318585e-05,4270750.67154948,0.00087497821526045
AO090113000132,0.4,0.43436759504337324,496.0,0.43436759504337324,7994.85888671875,4.651525912932813e-07,13586870.9375,0.003586568468174739
AO090120000056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AO090113000080,11.5,0.35081250743309145,415.6666666666667,0.35081250743309145,538213.6165364584,5.0670296908865354e-05,24780942.145833332,0.006109789549467673
AO090005000652,71.3,0.052382036961270716,58.46666666666667,0.052382036961270716,5422178.609375,0.0005178434820764465,5546179.08984375,0.0014841458755123571
AO090003000239,16.666666666666668,0.030736829471446774,32.266666666666666,0.030736829471446774,752059.2799479166,6.98455448069455e-05,1676368.5221354167,0.0004900709236417322
AO090020000314,98.7,0.14972024978057802,169.29999999999998,0.14972024978057802,2015871.4837239583,0.0001913405537367769,4267156.630208333,0.001095706076902931
AO090023000439,102.83333333333333,0.027720936865749973,31.400000000000002,0.027720936865749973,7257618.328125,0.0006966099595534211,2791667.6640625,0.0007565546613483338
AO090020000351,6.3,0.40859161654930004,471.3666666666666,0.40859161654930004,63982.32421875,5.199809913348766e-06,5227879.401041667,0.0013553579982176836
AO090009000356,135.03333333333333,0.09812806850161125,112.59999999999998,0.09812806850161125,2062819.6419270833,0.0002001000595890529,2314339.4114583335,0.0005533738075694986
AO090011000266,38.16666666666667,0.017954401844492835,22.266666666666666,0.017954401844492835,6714819.30078125,0.0006367897158823759,4947611.79296875,0.0012338561269144377
AO090003000679,84.49999999999999,0.11620733268340215,143.13333333333335,0.11620733268340215,786409.2890625,7.526869204798165e-05,1791097.515625,0.00040918563358266605
AO090003000833,16.333333333333332,0.037783572482465534,45.23333333333333,0.037783572482465534,787938.2809244794,7.407362352067955e-05,2751794.41796875,0.0006815982371733664
AO090120000174,69.16666666666667,0.0567956834556212,68.53333333333335,0.0567956834556212,6754240.0625,0.0006316698151241272,8188744.807291667,0.002024378428959571
AO090009000313,25.099999999999998,0.24839302925643278,297.93333333333334,0.24839302925643278,969074.4049479166,9.145213846293307e-05,14310840.864583334,0.003611932667252607
AO090038000270,21.766666666666666,0.2492575264282749,313.7666666666667,0.2492575264282749,693747.4596354166,6.555270727586407e-05,12724627.880208334,0.003056762198864603
AO090001000110,8.166666666666666,0.31283935900827375,390.6333333333334,0.31283935900827375,176844.26139322933,1.6292785093868855e-05,10901760.030598959,0.002530980143664487
AO090701000359,8.133333333333333,0.39958534209956714,444.13333333333327,0.39958534209956714,120429.59521484382,1.1029211112739709e-05,7910964.864583333,0.002188978070716504
AO090011000633,10.1,0.21672403556527278,270.6333333333333,0.21672403556527278,373740.521809896,3.445407430280087e-05,12589159.235351568,0.0028916879745658985
AO090003000876,23.2,0.25186849842535347,304.1333333333333,0.25186849842535347,274356.521809896,2.5564841348326475e-05,4582035.16015625,0.0011134263478165022
AO090011000300,78.39999999999999,0.031184034757694823,37.13333333333333,0.031184034757694823,2876074.5234375,0.0002697642526252088,1718732.8515625,0.0004221032273740576
AO090120000169,0.0,0.41639206016779423,492.5666666666666,0.41639206016779423,0.0,0.0,20452759.416666668,0.005133422874298673
AO090120000186,0.0,0.3562825679455426,462.8333333333333,0.3562825679455426,0.0,0.0,4043369.8177083335,0.0008892924983823838
AO090701001230,16.333333333333332,0.009634682367668767,11.466666666666667,0.009634682367668767,874623.1897786449,8.307982590802537e-05,794159.371419271,0.00019486459111726172
AO090003001461,40.5,0.005286091537027772,6.233333333333333,0.005286091537027772,648635.1044921876,6.339545464722846e-05,131754.08658854166,3.106250801229509e-05
AO090701000919,7.833333333333333,0.22528441480883732,276.7,0.22528441480883732,232045.46077473965,2.1563407796075062e-05,10561909.825520834,0.0025240057443458937
AO090012000706,428.8666666666666,0.00332415157077857,4.1000000000000005,0.00332415157077857,3315100.80078125,0.00031654020722764707,39902.810546875,6.891573168236698e-06
AO090005000996,0.3,0.40966780968644984,469.8333333333333,0.40966780968644984,9168.275390625,3.226229939539783e-07,18560544.947916668,0.0048341216412935055
AO090020000450,1.2,0.36134729868906573,431.5,0.36134729868906573,33969.9736328125,2.529402475339559e-06,13310237.75,0.0033633363001690196
AO090102000440,243.76666666666665,0.002037579483041564,2.5,0.002037579483041564,36009439.35026043,0.0034674049110209383,494688.9915364583,0.00011921482907502329
AO090010000586,15.199999999999998,0.04249675394930741,51.13333333333333,0.04249675394930741,401533.7568359377,3.7823111289724005e-05,1730220.1041666667,0.0004208454488261523
AO090003000415,28.599999999999998,0.09452046671062246,114.83333333333333,0.09452046671062246,481587.95328776067,4.445192417073441e-05,2404485.5963541665,0.0005703481252887992
AO090038000357,7.599999999999999,0.23586349739028892,284.8333333333333,0.23586349739028892,157457.59895833334,1.4423877950003408e-05,7458129.0625,0.0017906418055108982
AO090020000514,116.46666666666665,0.03944227775387147,45.23333333333333,0.03944227775387147,7865103.9296875,0.0007420585551201408,3746679.7291666665,0.0009644132464628824
AO090003000947,82.13333333333334,0.11710393151290348,139.53333333333333,0.11710393151290348,30902841.67122397,0.00295304515801565,67587524.10286461,0.016499297684943244
AO090012000613,0.0,0.3523737701708898,407.40000000000003,0.3523737701708898,0.0,0.0,10139370.671875,0.0026247046909611657
AO090102000501,4.166666666666667,0.08288765921386614,110.03333333333332,0.08288765921386614,69899.7317708335,5.917096550935732e-06,2288855.3372395835,0.00047345776570600196
AO090701001146,2.3666666666666667,0.35351933477950986,436.90000000000003,0.35351933477950986,93807.05729166667,8.327282635361978e-06,21691221.177083332,0.005081420219107793
AO090026000408,3.2,0.3447190540230028,408.90000000000003,0.3447190540230028,64332.8701171875,5.4858938032442995e-06,9487544.890625,0.0024712883304530624
AO090023000872,24.633333333333336,0.08927299478669064,109.89999999999999,0.08927299478669064,794154.4309895849,7.235087013063922e-05,4350282.923177087,0.0010075360435314628
AO090009000060,152.5,0.017726236751930496,22.733333333333334,0.017726236751930496,7948902.875,0.0007517767481095002,1571249.1158854167,0.0003460707910483841
AO090005001092,11.100000000000001,0.3215865325679779,370.6666666666667,0.3215865325679779,97076.9755859375,8.364550099989838e-06,3645519.3385416665,0.0009620777082741493
AO090001000511,42.699999999999996,0.06236737856625693,72.63333333333334,0.06236737856625693,648121.1588541666,5.976442608542746e-05,1337045.2529296877,0.00032721902819063007
AO090005000347,62.833333333333336,0.09030888862294843,108.66666666666667,0.09030888862294843,1545399.4765625,0.00014623317170201194,3426469.7109375,0.0008278122483779228
AO090701000344,72.56666666666666,0.010939386351884567,13.633333333333333,0.010939386351884567,2992419.5690104165,0.000282375944456614,717316.6015625003,0.00016804544086601703
AO090003001231,0.9,0.35143963651097837,431.23333333333335,0.35143963651097837,5855.487060546875,1.178545165031937e-07,3481604.0709635434,0.0008205057565438211
AO090011000131,43.23333333333333,0.04815903643108028,58.666666666666664,0.04815903643108028,1716937.5286458333,0.00016159630648271807,2967467.6979166665,0.0007110656944063846
AO090012000526,20.0,0.2052607849183544,241.33333333333334,0.2052607849183544,286750.3219401043,2.7056098570111772e-05,4359146.880208333,0.0011027137588236222
AO090005000253,0.95,0.025296890741848887,28.63333333333333,0.025296890741848887,26070.1201171875,2.0040520111375913e-06,943655.2226562494,0.0002464298740716226
AO090003000270,70.26666666666667,0.22059320233913463,282.40000000000003,0.22059320233913463,3310444.55078125,0.00032899676788919843,18839544.114583332,0.004154678238650665
AO090003000693,4.0,0.3624209646439016,426.0333333333333,0.3624209646439016,86491.34749348949,8.167528445952141e-06,12313480.270833334,0.003038101666470106
AO090701001221,1.9,0.23587235311891197,278.7333333333333,0.23587235311891197,22381.73046875,1.4983159348114236e-06,3730799.8697916665,0.0009324824429593694
AO090011000362,45.699999999999996,0.010723545081666437,12.799999999999999,0.010723545081666437,775238.7473958334,7.338888377172443e-05,280579.9505208333,6.473929417700202e-05
AO090011000565,89.19999999999999,0.04024979662674649,47.73333333333333,0.04024979662674649,16724892.222656267,0.0015817773099723955,11260981.733072916,0.00281381950433587
AO090023000977,110.39999999999999,0.04189808349779042,52.63333333333333,0.04189808349779042,2227703.7044270835,0.00021044552326626438,1354558.6028645851,0.00031780234909622654
AO090026000254,15.366666666666667,0.1432571969225198,171.26666666666665,0.1432571969225198,1639739.3776041698,0.00015461790986037697,22995982.958333332,0.005728846613215821
AO090005001065,2.3,0.30259294223344707,399.6000000000001,0.30259294223344707,21009.03564453125,1.4896551686266247e-06,4660564.462239583,0.0009846721318190344
AO090003001523,24.133333333333336,0.07923261200781025,97.3,0.07923261200781025,405295.1595052083,3.792471270778817e-05,2046648.3645833333,0.0005022349159191315
AO090701001117,0.8,0.39512706328229413,465.20000000000005,0.39512706328229413,11875.345703125,8.417096991042774e-07,9727606.364583334,0.002494595069681853
AO090206000109,44.56666666666667,0.08608952157465682,106.83333333333333,0.08608952157465682,1370817.8046875,0.00012983638856631902,4346139.04296875,0.0009791822061444061
AO090026000700,16.0,0.3261651460536359,379.3,0.3261651460536359,177117.57649739584,1.6599865929082868e-05,5312045.583333333,0.0013491706887954664
AO090005000231,46.26666666666666,0.0020087575156489987,2.6666666666666665,0.0020087575156489987,1471121.154296875,0.0001373157220003147,100650.458984375,2.3733288105408415e-05
AO090001000337,1.2000000000000002,0.39173232266574526,456.86666666666673,0.39173232266574526,27921.369140625,2.211131495560003e-06,13183381.901041666,0.0032463328584063675
AO090120000344,4.0,0.22156062355718406,297.96666666666664,0.22156062355718406,35139.45849609375,2.8149965268977063e-06,3403850.4134114604,0.000698437398609831
AO090009000653,4.5,0.38744972535642747,455.59999999999997,0.38744972535642747,45373.8359375,3.857615155131137e-06,5694453.864583333,0.001407444243801644
AO090701000720,35.333333333333336,0.26159959777883385,298.76666666666665,0.26159959777883385,211722.68147786474,2.0698854435904944e-05,2362996.6901041665,0.0006066303195409649
AO090003000729,1.0,0.24287123588563517,278.5,0.24287123588563517,18620.0415039063,1.1636123212963083e-06,5491648.177083333,0.0014093006878752338
AO090701001249,12.366666666666667,0.2902049193282614,331.3,0.2902049193282614,129403.16080729161,1.191241822533386e-05,4245500.4296875,0.001100211052314457
AO090120000068,0.0,0.4182783224512104,481.7,0.4182783224512104,0.0,0.0,3976449.109375,0.0010421252671255108
AO090023000811,3.8666666666666667,0.3006688896640451,371.90000000000003,0.3006688896640451,46234.9431966146,3.98617222225437e-06,5802274.578125,0.0013570625797748941
AO090701000473,49.63333333333333,0.14172367545253553,171.63333333333333,0.14172367545253553,2221854.5950520835,0.00020677761955523232,9539161.625,0.0022860108402275223
AO090005000582,19.7,0.2580567410997335,314.43333333333334,0.2580567410997335,408297.279296875,3.7315922527513823e-05,7955559.233072917,0.0019046181091163245
AO090023000609,72.3,0.004621467069874743,4.966666666666667,0.004621467069874743,2294460.7682291665,0.00021692038549728468,193042.58463541666,4.8589654137853326e-05
AO090023000891,40.0,0.1442544263054246,178.0666666666667,0.1442544263054246,346570.2916666667,3.29010171026017e-05,2022885.1041666667,0.00047342351901484233
AO090011000139,0.0,0.43402254630222137,489.0666666666666,0.43402254630222137,0.0,0.0,4458158.4375,0.0011716158238276608
AO090113000129,0.0,0.30571741445668105,368.8333333333333,0.30571741445668105,0.0,0.0,3013377.8802083335,0.0007368998313802351
AO090012000287,44.199999999999996,0.1980786430984123,221.0,0.1980786430984123,520071.5563151043,4.9165970095773095e-05,3211008.578125,0.0008587890767442343
AO090701000725,2.933333333333333,0.4310290861062791,470.43333333333334,0.4310290861062791,13259.1941731771,8.402863114111766e-07,2452689.4980468764,0.0006908386932613562
AO090120000080,2.1,0.3389018560237374,390.40000000000003,0.3389018560237374,35347.5947265625,2.9333319025630857e-06,8367217.0,0.0021385221113410925
AO090003001209,164.93333333333334,0.16633392687553142,191.70000000000002,0.16633392687553142,2666673.3177083335,0.00025334630279207906,3929073.2552083335,0.0009855538051182448
AO090010000777,14.066666666666665,0.19020908746532614,237.69999999999996,0.19020908746532614,127425.71809895833,1.173491741191035e-05,2772702.6614583335,0.0006465010554353104
AO090009000672,9.1,0.34536699627655393,418.2,0.34536699627655393,50685.462890625,4.016695738698297e-06,2613624.2682291665,0.0006311251870463074
AO090009000149,0.0,0.3626854057142006,460.5666666666666,0.3626854057142006,0.0,0.0,3057964.109375,0.0006809196348629512
AO090003000636,3.3333333333333335,0.19154525704042066,226.9666666666667,0.19154525704042066,74168.087890625,6.561420622814524e-06,6193376.552083333,0.0015606411591922286
AO090003000045,52.0,0.015719495228632318,16.066666666666666,0.015719495228632318,2151415.1770833335,0.00020523601382620347,843917.9036458334,0.00021718714801599115
AO090113000146,116.53333333333335,0.021667503795998095,26.366666666666664,0.021667503795998095,2360801.359375,0.00022422865440815436,700611.1549479166,0.00016067583992935953
AO090023000856,76.76666666666667,0.08509925846720423,107.56666666666666,0.08509925846720423,954377.89453125,8.964373017905988e-05,1716624.8658854167,0.0003885919994254215
AO090003000805,0.0,0.4438013862781965,486.8,0.4438013862781965,0.0,0.0,5959883.901041667,0.0016332480578481095
AO090138000136,152.0666666666667,0.00214316701852932,2.65,0.00214316701852932,834228.1927083334,8.051238129932728e-05,21187.22412109375,1.677483399700367e-06
AO090001000492,123.90000000000002,0.028154842898145665,36.06666666666666,0.028154842898145665,1544116.3255208333,0.0001454177127310365,588903.4778645834,0.00012883069646901798
AO090701000717,67.0,0.0500480887999949,61.20000000000001,0.0500480887999949,3362770.1848958335,0.0003142041115683789,3900846.4401041665,0.000915893824390425
AO090009000557,23.633333333333336,0.1988305799974902,222.36666666666667,0.1988305799974902,158247.09147135416,1.4271657863972254e-05,1764836.8802083333,0.00045988912012435296
AO090120000474,231.29999999999998,0.02891728514927359,37.300000000000004,0.02891728514927359,3369560.33203125,0.0003135845715125724,696416.1666666666,0.00014948961960253203
AO090003001320,53.699999999999996,0.1456257573538051,168.43333333333337,0.1456257573538051,1389407.328125,0.00013175111527118845,5578450.3125,0.001368416054116903
AO090020000403,42.666666666666664,0.10614124039560947,131.9333333333333,0.10614124039560947,2038057.5625,0.00019527315965221616,8306824.776041667,0.0019667226109752653
AO090011000430,44.73333333333333,0.03402709387745586,42.266666666666666,0.03402709387745586,490689.9270833333,4.613797761948642e-05,600423.23828125,0.00013895621413874894
AO090026000264,0.6,0.2546673467428983,313.06666666666666,0.2546673467428983,7961.521484375,2.152497111493118e-07,4960903.822916667,0.001181170933066577
AO090026000175,0.3333333333333333,0.4584786979087163,490.5333333333333,0.4584786979087163,10924.810546875,6.514463979321999e-07,19948144.841145832,0.005800568177228242
AO090005000169,53.96666666666667,0.1518189333840838,177.33333333333334,0.1518189333840838,412279.9479166667,3.990896929371304e-05,1785225.8203125,0.0004425372735535321
AO090003000004,29.766666666666666,0.2968684146355314,325.5,0.2968684146355314,220301.85107421875,2.0106587114972945e-05,2750133.16015625,0.0007593058091635006
AO090011000679,27.46666666666667,0.20598448251183163,229.20000000000002,0.20598448251183163,220115.14192708334,2.0091499194902887e-05,2158878.3854166665,0.0005672508492581119
AO090026000772,21.133333333333336,0.0910798375358541,110.60000000000002,0.0910798375358541,242186.75683593765,2.2782601121645e-05,1718223.8704427083,0.0003698046868694152
AO090124000044,5.066666666666666,0.1438333874451074,178.63333333333333,0.1438333874451074,73354.73291015626,6.552881805661022e-06,3363012.5833333335,0.0007683459406049757
AO090012000676,5.5,0.3505362615240017,423.43333333333334,0.3505362615240017,18398.078125,1.1438626966776098e-06,1624057.7005208333,0.00038250988792261917
AO090701000107,0.0,0.3807968931976798,482.3333333333333,0.3807968931976798,0.0,0.0,972029.2057291666,0.00020920158256422037
AO090003001406,33.233333333333334,0.00273369782637685,4.3,0.00273369782637685,287174.7434895833,2.6873554047285144e-05,55135.896484375,7.851015799857048e-06
AO090005000436,0.0,0.20932574331885043,255.4333333333333,0.20932574331885043,0.0,0.0,7034953.166666667,0.0017318720327334392
AO090003000923,23.333333333333332,0.02409659935072513,25.63333333333333,0.02409659935072513,174908.385091146,1.6098563687838737e-05,243703.1953125,5.540047884620451e-05
AO090038000454,0.0,0.34590383242596956,444.0333333333333,0.34590383242596956,0.0,0.0,1975880.4270833333,0.00045492507892002385
AO090701000168,0.0,0.3428470294045481,416.9666666666667,0.3428470294045481,0.0,0.0,6570284.989583333,0.001557400140272082
AO090003000725,1.3,0.3380998735371837,389.2,0.3380998735371837,20836.3012695313,1.3608083571662415e-06,6600508.708333333,0.001749826988704178
AO090102000639,22.96666666666667,0.24236057717764692,278.3333333333333,0.24236057717764692,123818.81477864599,1.118620271644857e-05,1794910.0625,0.0004558578539503575
AO090023000476,2.8000000000000003,0.3591064301067109,443.0333333333333,0.3591064301067109,13743.445638020834,9.120306744567218e-07,2779653.4270833335,0.0006607584589645193
AO090102000438,146.29999999999998,0.00032665703618445403,0.6000000000000001,0.00032665703618445403,3508640.7317708335,0.0003390599698265366,21187.22412109375,1.677483399700367e-06
AO090012000670,0.0,0.3399645130729206,411.8333333333333,0.3399645130729206,0.0,0.0,1442081.30859375,0.00033733994185424724
AO090120000408,25.03333333333333,0.20047123861821378,252.69999999999996,0.20047123861821378,121204.87109375,1.1148431353810725e-05,1606702.8020833333,0.00035606307772881513
AO090023000801,52.96666666666667,0.053043191954153725,64.73333333333333,0.053043191954153725,864026.0450846357,8.224005726320751e-05,1373252.5625,0.0003282921563109356
AO090023000900,17.200000000000003,0.17369918288675082,212.66666666666666,0.17369918288675082,215045.732421875,2.029861418311238e-05,3535703.4941406264,0.0008154445888698094
AO090701001036,0.0,0.37271794774293093,442.5,0.37271794774293093,0.0,0.0,9323247.145833334,0.002375456551925419
AO090011000764,0.0,0.33164156930978117,381.3999999999999,0.33164156930978117,0.0,0.0,1494071.0833333333,0.00038474533770132066
AO090124000079,0.0,0.23947165097303644,300.1666666666667,0.23947165097303644,0.0,0.0,4414741.8828125,0.0010334011214016834
AO090001000071,70.86666666666666,0.0014287187451913327,1.7666666666666666,0.0014287187451913327,1287119.3346354167,0.00012367547465563246,39929.673177083336,7.303353530815166e-06
AO090102000586,92.53333333333335,0.12466522149806075,143.49999999999997,0.12466522149806075,778309.6888020834,7.351083424563537e-05,1532324.8463541667,0.00037395503876744095
AO090102000494,27.7,0.27367049624129064,332.93333333333334,0.27367049624129064,103907.22786458333,9.6237923996964e-06,1697031.05794271,0.0003886782851148203
AO090701000305,16.433333333333334,0.03525813581357511,40.06666666666666,0.03525813581357511,778708.2786458334,7.14842231535231e-05,2253315.8229166665,0.0005771476803136747
AO090701000065,3.4,0.27345771683294356,317.3333333333333,0.27345771683294356,27624.0992838542,2.274306439725266e-06,3285897.9505208335,0.0008584188148141706
AO090001000449,25.433333333333334,0.047481990781554774,51.26666666666667,0.047481990781554774,209698.02278645834,1.9259929339271862e-05,519860.1002604167,0.00013370718382269014
AO090701000951,38.766666666666666,0.018379371082391228,26.5,0.018379371082391228,205434.65787760416,1.8500548768598098e-05,189829.37434895834,3.20184712954341e-05
AO090009000495,12.600000000000001,0.2434244432596641,303.3666666666667,0.2434244432596641,115469.50162760432,1.0836352005135236e-05,3741846.1770833335,0.0008652420858784165
AO090005000029,0.0,0.028598253121990328,38.53333333333334,0.028598253121990328,0.0,0.0,111126.93424479167,3.303070133558155e-05
AO090102000619,5.9,0.24219856474890586,301.2333333333333,0.24219856474890586,23670.169921875,1.612957348492019e-06,1334108.5520833333,0.00033364723203471654
AO090120000226,18.3,0.07172227481985803,87.53333333333335,0.07172227481985803,263791.55078125,2.4352256368192788e-05,1614775.9166666667,0.00037738814537871144
AO090005001427,74.2,0.09603599605728903,113.60000000000001,0.09603599605728903,444123.2184244792,4.216392435624983e-05,855769.5423177084,0.00021017208090544595
AO090012000248,39.1,0.32718238155587326,376.8666666666666,0.32718238155587326,104812.0,1.0220588601781016e-05,1387958.9140625,0.00034142460256084936
AO090005001230,164.13333333333335,0.06132879948178271,74.13333333333334,0.06132879948178271,549478.8610026041,5.440373933990363e-05,335009.6455078127,7.906243839230322e-05
AO090038000595,3.8,0.34331019587588624,412.56666666666666,0.34331019587588624,16729.7001953125,1.1524817795868575e-06,2285969.65625,0.0005505655565595941
AO090026000357,66.16666666666667,0.039691669421244406,46.56666666666666,0.039691669421244406,1282577.4322916667,0.0001222851200159368,1138841.4244791667,0.0002888462071250368
AO090102000561,9.899999999999999,0.2791826355558498,337.6666666666667,0.2791826355558498,32198.32568359375,2.525349605823028e-06,1308324.65625,0.0003135032847288392
AO090005001515,6.3999999999999995,0.3171398316447493,370.2,0.3171398316447493,46693.302734375,3.986179197956276e-06,3300326.5625,0.0008403415486697678
AO090102000358,54.23333333333334,0.15928863348922562,189.16666666666666,0.15928863348922562,478221.9544270833,4.3956294781568076e-05,2005999.7291666667,0.0004966051990413753
AO090003000801,4.45,0.24438463041255673,301.3,0.24438463041255673,18715.04345703125,1.3726967018500194e-06,1657844.4348958333,0.0003855449799239616
AO090003001107,45.300000000000004,0.017802373649819975,26.9,0.017802373649819975,309328.4049479167,2.8717724499169452e-05,267205.46875,4.4698721402053537e-05
AO090005000592,0.0,0.3832291080963699,437.4333333333334,0.3832291080963699,0.0,0.0,1289143.8333333333,0.00033643854625712454
AO090010000203,8.1,0.3104537841918476,376.56666666666666,0.3104537841918476,29880.109375,2.588867222340135e-06,1936221.3333333333,0.00047032887996346977
AO090023000702,3.5500000000000003,0.26479738083800847,314.53333333333336,0.26479738083800847,26560.7822265625,1.992019696351701e-06,2698064.9713541665,0.000670787858129845
AO090102000142,23.0,0.2394938542308176,279.4,0.2394938542308176,124147.93815104167,1.1355796365099987e-05,1866056.8203125,0.0004763571714642123
AO090026000299,95.53333333333332,0.08932722050951046,105.06666666666666,0.08932722050951046,1377302.5520833333,0.0001304990641307674,1905532.1022135431,0.000478605301540131
AO090009000205,64.93333333333334,0.039287345485544335,46.20000000000001,0.039287345485544335,1485607.3229166667,0.00014158102868563413,1350607.8541666667,0.000341538269667165
AO090003000164,14.633333333333335,0.17205532606379234,202.5,0.17205532606379234,99179.69108072932,8.961713649432114e-06,1698784.2604166667,0.00042396444472662796
AO090026000458,0.0,0.3470589262601665,400.6000000000001,0.3470589262601665,0.0,0.0,2547269.7760416665,0.0006788309074481866
AO090005000412,3.75,0.19305043970809618,239.23333333333332,0.19305043970809618,33036.99609375,2.691684499754883e-06,2702000.1276041665,0.0006255219838246479
AO090005001311,32.46666666666666,0.016488784693286258,21.566666666666666,0.016488784693286258,266006.61328125,2.384014437539712e-05,221157.74739583334,4.415921594698875e-05
AO090026000804,101.06666666666666,0.038186179692708995,46.166666666666664,0.038186179692708995,1543299.183593753,0.00014658525904824273,912368.5625,0.00021637259290147918
AO090003001496,15.933333333333335,0.015584012551834678,20.0,0.015584012551834678,220036.27473958334,1.9347960878278457e-05,326602.984375,7.06999210019847e-05
AO090103000006,0.0,0.36202070957295823,461.43333333333334,0.36202070957295823,0.0,0.0,2807809.2916666665,0.0006596339648610311
AO090038000315,8.4,0.012423364073473367,14.6,0.012423364073473367,287910.796875,2.6406148289992974e-05,640968.2369791666,0.0001476567622285941
AO090023000108,0.0,0.3260249986463285,385.26666666666665,0.3260249986463285,0.0,0.0,3618253.9895833335,0.0009323352695726081
AO090023000366,8.7,0.22174243497602197,263.8666666666666,0.22174243497602197,65700.90625,5.352724101990469e-06,2190147.9375,0.0005604076022816123
AO090005001302,0.0,0.3973483045770803,459.59999999999997,0.3973483045770803,0.0,0.0,4110013.0625,0.001075806420859416
AO090005001404,11.533333333333333,0.1545806635117842,187.5,0.1545806635117842,66268.6396484375,5.618233144386987e-06,1271169.71875,0.00030241587142517567
AO090023000099,29.166666666666668,0.1151575951797208,132.9,0.1151575951797208,144174.64973958334,1.3092366300318924e-05,764067.9817708334,0.00020787961467507896
AO090120000052,18.7,0.3826971674096198,474.3666666666666,0.3826971674096198,25155.326171875,2.0326486050579073e-06,862741.2135416666,0.00019602062844617326
AO090003000570,16.433333333333334,0.26998539579687647,319.4666666666667,0.26998539579687647,66830.76953125,5.649176157893767e-06,1494738.9427083333,0.00036884129138383515
AO090003000448,15.566666666666668,0.06772584059895016,77.43333333333334,0.06772584059895016,63823.73339843767,5.58040837847897e-06,381985.2682291667,9.430261588404639e-05
AO090023000602,7.25,0.30488001140320603,376.26666666666665,0.30488001140320603,16943.35400390625,1.1555760327009283e-06,1108181.1041666667,0.00025322367610904365
AO090005001419,0.0,0.287176712910044,345.3999999999999,0.287176712910044,0.0,0.0,3284936.9791666665,0.0007922895224819394
AO090023000052,6.65,0.023362220974925033,27.5,0.023362220974925033,26750.2607421875,2.0279040325475538e-06,129447.93619791667,2.9406002902086814e-05
AO090023000980,41.85,0.14776164254333898,169.6,0.14776164254333898,133522.021484375,1.242261457935802e-05,675840.1783854166,0.00017074422002687036
AO090012000414,7.8999999999999995,0.27187733722639856,356.20000000000005,0.27187733722639856,26029.847981770832,2.0208370889817265e-06,1515949.765625,0.0003226877728314945
AO090012000937,0.0,0.3669455454708131,439.23333333333335,0.3669455454708131,0.0,0.0,1315410.0859375,0.00031463995112088634
AO090206000040,0.0,0.19464866371547798,242.20000000000002,0.19464866371547798,0.0,0.0,2417227.390625,0.0005583424935986715
AO090120000256,0.0,0.3289291549627954,387.70000000000005,0.3289291549627954,0.0,0.0,16605889.4375,0.004077013820827741
AO090023000322,0.0,0.15481036915203006,198.03333333333333,0.15481036915203006,0.0,0.0,1343931.03125,0.00028942184268217035
AO090001000544,53.46666666666667,0.0,0.0,0.0,215669.275716146,2.029517529538069e-05,0.0,0.0
AO090005000560,0.0,0.3980371582865521,494.46666666666664,0.3980371582865521,0.0,0.0,3911425.9375,0.0008979077984619177
AO090001000073,0.0,0.004667213406231942,7.1,0.004667213406231942,0.0,0.0,80916.5693359375,1.2038511936938602e-05
AO090020000122,0.0,0.20883344113040858,245.4333333333333,0.20883344113040858,0.0,0.0,3117836.2083333335,0.000794860650114046
AO090102000502,13.0,0.213032728244846,231.23333333333335,0.213032728244846,197846.6953125,1.856404668942096e-05,4069716.93359375,0.0012081954664665882
AO090005001622,15.299999999999999,0.3431615772961756,401.73333333333335,0.3431615772961756,70587.84244791667,6.382298426835548e-06,2431093.90625,0.000600668299822175
AO090005000841,4.433333333333333,0.1489248994398771,198.5,0.1489248994398771,18499.014973958332,1.3543063225939045e-06,1093198.4557291667,0.00024017483963009997
AO090009000617,1.5,0.28685690255978247,346.0,0.28685690255978247,11158.30078125,4.996893849964105e-07,2885164.390625,0.0006999871468060637
